3.983516	-1.400560	0	
2.335165	-3.193277	0	
2.060440	0.448179	0	
3.269231	0.672269	0	
4.807692	-3.193277	0	
-4.478022	6.330532	0	
-1.181319	6.498599	0	
-3.214286	4.089636	0	
-0.686813	4.761905	0	
2.500000	-1.736695	0	
-2.994505	7.058824	0	
0.192308	2.296919	0	
1.785714	-1.456583	0	
-1.291209	5.602241	0	
3.104396	-4.873950	0	
0.906593	-0.504202	0	
-4.038462	-1.904762	1	
-2.884615	-7.170868	1	
1.950549	-8.571429	1	
-6.510989	-5.770308	1	
-7.390110	-7.619048	1	
-1.346154	-5.434174	1	
-8.104396	-8.347339	1	
5.741758	-9.075630	1	
1.016484	-6.442577	1	
0.247253	-6.722689	1	
-3.434066	-2.352941	1	
-5.796703	-5.770308	1	
-4.532967	-7.282913	1	
-0.686813	-9.355742	1	
-6.565934	-4.649860	1	
-6.565934	-4.649860	1	
